type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0789,+0.65%,+0.005%
fund,瑞享3号,0.6684,-18.41%,-1.180%
fund,配置1号,1.0852,+1.59%,+0.030%
fund,瑞臻1号,1.3530,-12.73%,-2.750%
fund,鑫盛1号,1.1679,+14.55%,+0.110%
fund,领航1号,1.0392,+3.92%,+0.070%
fund,锐进1号,1.0116,+1.16%,+0.010%
benchmark,沪深300 (自2026-02-27起),-,-0.54%,-
benchmark,中证500 (自2026-02-27起),-,-7.10%,-
