type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0794,+0.69%,+0.005%
fund,瑞享3号,0.7021,-14.29%,-2.730%
fund,配置1号,1.0865,+1.71%,+0.190%
fund,瑞臻1号,1.4026,-9.53%,-1.040%
fund,鑫盛1号,1.1711,+14.86%,+0.190%
fund,领航1号,1.0638,+6.38%,+0.270%
fund,锐进1号,1.0103,+1.03%,+0.220%
benchmark,沪深300 (自2026-02-27起),-,+1.25%,-
benchmark,中证500 (自2026-02-27起),-,-4.74%,-
