type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0792,+0.67%,+0.005%
fund,瑞享3号,0.7404,-9.62%,+4.950%
fund,配置1号,1.0863,+1.69%,-0.140%
fund,瑞臻1号,1.4571,-6.04%,+5.400%
fund,鑫盛1号,1.1704,+14.80%,-0.110%
fund,领航1号,1.0673,+6.73%,+0.050%
fund,锐进1号,1.0108,+1.08%,-0.130%
benchmark,沪深300 (自2026-02-27起),-,+1.22%,-
benchmark,中证500 (自2026-02-27起),-,-4.48%,-
