type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0787,+0.62%,+0.005%
fund,瑞享3号,0.6857,-16.30%,+3.070%
fund,配置1号,1.0793,+1.04%,+0.520%
fund,瑞臻1号,1.4020,-9.57%,+1.930%
fund,鑫盛1号,1.1600,+13.78%,+0.680%
fund,领航1号,1.0192,+1.91%,+1.850%
fund,锐进1号,1.0076,+0.76%,+0.390%
benchmark,沪深300 (自2026-02-27起),-,-1.57%,-
benchmark,中证500 (自2026-02-27起),-,-7.96%,-
