type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0795,+0.70%,+0.005%
fund,瑞享3号,0.6941,-15.27%,-1.130%
fund,配置1号,1.0883,+1.88%,+0.180%
fund,瑞臻1号,1.3850,-10.67%,-1.250%
fund,鑫盛1号,1.1730,+15.06%,+0.170%
fund,领航1号,1.0714,+7.14%,+0.720%
fund,锐进1号,1.0121,+1.20%,+0.180%
benchmark,沪深300 (自2026-02-27起),-,+1.28%,-
benchmark,中证500 (自2026-02-27起),-,-4.15%,-
