type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0792,+0.67%,+0.005%
fund,瑞享3号,0.7055,-13.89%,+5.410%
fund,配置1号,1.0878,+1.83%,-0.280%
fund,瑞臻1号,1.3825,-10.83%,+3.360%
fund,鑫盛1号,1.1718,+14.93%,-0.200%
fund,领航1号,1.0668,+6.68%,+0.400%
fund,锐进1号,1.0121,+1.21%,-0.320%
benchmark,沪深300 (自2026-02-27起),-,+0.99%,-
benchmark,中证500 (自2026-02-27起),-,-4.26%,-
