type,name,nav,ytd_return_pct,daily_change_pct
fund,锐进1号,1.0300,+3.00%,-1.160%
fund,瑞享1号,1.0804,+0.78%,+0.005%
fund,瑞享3号,0.6882,-15.99%,-3.750%
fund,配置1号,1.1144,+4.32%,-1.310%
fund,瑞臻1号,1.3202,-14.85%,-3.700%
fund,鑫盛1号,1.2044,+18.13%,-1.450%
fund,领航1号,1.1558,+15.58%,-3.000%
benchmark,沪深300 (自2026-02-27起),-,+4.33%,-
benchmark,中证500 (自2026-02-27起),-,+0.14%,-
