type,name,nav,ytd_return_pct,daily_change_pct
fund,瑞享1号,1.0790,+0.66%,+0.005%
fund,瑞享3号,0.6693,-18.30%,-0.340%
fund,配置1号,1.0909,+2.12%,+0.110%
fund,瑞臻1号,1.3377,-13.72%,-0.820%
fund,鑫盛1号,1.1742,+15.17%,+0.070%
fund,领航1号,1.0627,+6.26%,-0.070%
fund,锐进1号,1.0153,+1.53%,+0.150%
benchmark,沪深300 (自2026-02-27起),-,+0.38%,-
benchmark,中证500 (自2026-02-27起),-,-5.13%,-
