type,name,nav,ytd_return_pct,daily_change_pct
fund,锐进1号,1.0267,+2.67%,-0.090%
fund,瑞享1号,1.0800,+0.75%,+0.005%
fund,瑞享3号,0.7261,-11.36%,+2.260%
fund,配置1号,1.1099,+3.90%,+0.030%
fund,瑞臻1号,1.3673,-11.81%,-0.560%
fund,鑫盛1号,1.2004,+17.74%,+0.080%
fund,领航1号,1.1576,+15.76%,+1.370%
benchmark,沪深300 (自2026-02-27起),-,+4.03%,-
benchmark,中证500 (自2026-02-27起),-,+0.44%,-
